PUBMED_ID,URI,TRAIT
21521612,http://www.ebi.ac.uk/efo/EFO_0003761,unipolar depression
21529783,http://www.ebi.ac.uk/efo/EFO_0003829,alcohol dependence
21531791,http://www.ebi.ac.uk/efo/EFO_0000326,central nervous system cancer
21532571,http://www.ebi.ac.uk/efo/EFO_0000516,glaucoma
21533022,http://www.ebi.ac.uk/efo/EFO_0003923,bone density
21533024,http://www.ebi.ac.uk/efo/EFO_0004520,icam-1 measurement
21533074,http://www.ebi.ac.uk/efo/EFO_0000096,neoplasm of mature b-cells
21533175,http://www.ebi.ac.uk/efo/EFO_0004730,hormone measurement
21540310,http://www.orpha.net/ORDO/Orphanet_797,sarcoidosis
21540461,http://www.ebi.ac.uk/efo/EFO_0000339,chronic myelogenous leukemia
21544081,http://www.ebi.ac.uk/efo/EFO_0001073,obesity
21546496,http://www.ebi.ac.uk/efo/EFO_0005036,platelet measurement
21546767,http://www.ebi.ac.uk/efo/EFO_0003884,chronic kidney disease
21551455,http://www.ebi.ac.uk/efo/EFO_0005088,testicular carcinoma
21552555,http://www.ebi.ac.uk/efo/EFO_0001073,obesity
21565293,http://www.ebi.ac.uk/efo/EFO_0004865,thyroid volume
21570397,http://www.ebi.ac.uk/efo/EFO_0004228,drug-induced liver injury
21572414,http://www.ebi.ac.uk/efo/EFO_0004725,metabolite measurement
21572416,http://www.ebi.ac.uk/efo/EFO_0004325,blood pressure
21573004,http://www.ebi.ac.uk/efo/EFO_0004505,telomere length
21573128,http://www.ebi.ac.uk/efo/EFO_0003882,osteoporosis
21573907,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
21602797,http://www.orpha.net/ORDO/Orphanet_586,cystic fibrosis
21602798,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
21606135,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
21611967,http://www.ebi.ac.uk/efo/EFO_0004516,bone fracture related measurement
21612516,http://www.ebi.ac.uk/efo/EFO_0004300,longevity
21618603,http://www.ebi.ac.uk/efo/EFO_0003959,cleft lip
21618603,http://www.orpha.net/ORDO/Orphanet_139039,orofacial clefting syndrome
21621269,http://www.ebi.ac.uk/efo/EFO_0003761,unipolar depression
21623375,http://www.ebi.ac.uk/efo/EFO_0004261,osteitis deformans
21625490,http://www.ebi.ac.uk/efo/EFO_0002686,atopy
21626137,http://www.ebi.ac.uk/efo/EFO_0000537,hypertension
21626137,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
21627779,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
21640322,http://www.ebi.ac.uk/efo/EFO_0004207,pathological myopia
21642993,http://www.ebi.ac.uk/efo/EFO_0002916,esophageal carcinoma
21646302,http://www.ebi.ac.uk/efo/EFO_0004570,bilirubin measurement
21647700,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
21647738,http://www.ebi.ac.uk/efo/EFO_0004458,c-reactive protein measurement
21654844,http://www.ebi.ac.uk/efo/EFO_0003885,multiple sclerosis
21658281,http://www.ebi.ac.uk/efo/EFO_0004278,sudden cardiac arrest
21659334,http://www.ebi.ac.uk/efo/EFO_0004220,chronic hepatitis C infection
21659360,http://purl.obolibrary.org/obo/GO_0097327,response to antineoplastic agent
21665988,http://www.ebi.ac.uk/efo/EFO_0002628,peripartum cardiomyopathy
21665990,http://www.ebi.ac.uk/efo/EFO_0001365,age-related macular degeneration
21665993,http://www.ebi.ac.uk/efo/EFO_0004345,corneal topography
21665994,http://www.ebi.ac.uk/efo/EFO_0004329,alcohol drinking
21666691,http://www.ebi.ac.uk/efo/EFO_0000274,atopic eczema
21666692,http://www.ebi.ac.uk/efo/EFO_0003821,migraine disorder
21668797,http://www.ebi.ac.uk/efo/EFO_0004218,marijuana dependence
21674006,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
21679298,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
21681796,http://www.ebi.ac.uk/efo/EFO_0004464,brain measurement
21682944,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
21685187,http://www.ebi.ac.uk/efo/EFO_0000341,chronic obstructive pulmonary disease
21685187,http://www.ebi.ac.uk/efo/EFO_0004319,smoking cessation
21685187,http://www.ebi.ac.uk/efo/EFO_0005670,smoking initiation
21685187,http://www.ebi.ac.uk/efo/EFO_0005671,smoking behaviour measurement
21685912,http://www.orpha.net/ORDO/Orphanet_683,progressive supranuclear palsy
21688384,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
21688384,http://www.ebi.ac.uk/efo/EFO_0004847,age at onset
21694509,http://www.ebi.ac.uk/efo/EFO_0004888,post operative nausea and vomiting
21694764,http://www.ebi.ac.uk/efo/EFO_0004784,self reported educational attainment
21696813,http://www.ebi.ac.uk/efo/EFO_0004591,childhood onset asthma
21698141,http://www.ebi.ac.uk/efo/EFO_0003884,chronic kidney disease
21699788,http://www.ebi.ac.uk/efo/EFO_0000384,crohn's disease
21699788,http://www.ebi.ac.uk/efo/EFO_0000729,ulcerative colitis
21700265,http://www.ebi.ac.uk/efo/EFO_0004304,blood sedimentation
21700618,http://www.ebi.ac.uk/efo/EFO_0004193,basal cell carcinoma
21700879,http://www.ebi.ac.uk/efo/EFO_0004502,adiponectin measurement
21701565,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
21701570,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
21703177,http://www.ebi.ac.uk/efo/EFO_0004220,chronic hepatitis C infection
21703634,http://www.ebi.ac.uk/efo/EFO_0003829,alcohol dependence
21705454,http://www.ebi.ac.uk/efo/EFO_0004647,response to platinum based chemotherapy
21706003,http://www.ebi.ac.uk/efo/EFO_0001073,obesity
21706340,http://www.ebi.ac.uk/efo/EFO_0000756,melanoma
21708048,http://www.ebi.ac.uk/efo/EFO_0001073,obesity
21725308,http://www.ebi.ac.uk/efo/EFO_0001071,lung carcinoma
21725309,http://www.ebi.ac.uk/efo/EFO_0004220,chronic hepatitis C infection
21729881,http://www.ebi.ac.uk/efo/EFO_0004867,vitamin E measurement
21732829,http://www.ebi.ac.uk/efo/EFO_0004229,dupuytren contracture
21738478,http://www.ebi.ac.uk/efo/EFO_0004308,leukocyte count
21738479,http://www.ebi.ac.uk/efo/EFO_0004308,leukocyte count
21738480,http://www.ebi.ac.uk/efo/EFO_0004308,leukocyte count
21738484,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
21738487,http://www.ebi.ac.uk/efo/EFO_0002508,parkinson's disease
21738491,http://www.ebi.ac.uk/efo/EFO_0004278,sudden cardiac arrest
21740922,http://www.ebi.ac.uk/efo/EFO_0004300,longevity
21743057,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
21743467,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
21743469,http://www.ebi.ac.uk/efo/EFO_0003898,ankylosing spondylitis
21747397,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
21750109,http://www.ebi.ac.uk/efo/EFO_0000292,bladder carcinoma
21750111,http://www.ebi.ac.uk/efo/EFO_0004197,hepatitis B infection
21750679,http://www.ebi.ac.uk/efo/EFO_0000717,systemic scleroderma
21750702,http://www.ebi.ac.uk/efo/EFO_0004913,lentiform nucleus measurement
21752600,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
21755009,http://purl.obolibrary.org/obo/GO_0097327,response to antineoplastic agent
21757650,http://www.ebi.ac.uk/efo/EFO_0004762,vascular endothelial growth factor measurement
21757653,http://www.ebi.ac.uk/efo/EFO_0004623,fibrinogen measurement
21761138,http://www.ebi.ac.uk/efo/EFO_0005842,colorectal cancer
21764829,http://www.ebi.ac.uk/efo/EFO_0004645,response to vaccine
21768215,http://www.ebi.ac.uk/efo/EFO_0004531,urate measurement
21771265,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
21771975,http://www.ebi.ac.uk/efo/EFO_0004502,adiponectin measurement
21775533,http://www.ebi.ac.uk/efo/EFO_0004647,response to platinum based chemotherapy
21775986,http://www.ebi.ac.uk/efo/EFO_0005919,recombination measurement
21777205,http://www.ebi.ac.uk/efo/EFO_0004529,lipid measurement
21779176,http://www.ebi.ac.uk/efo/EFO_0004270,restless legs syndrome
21779181,http://www.ebi.ac.uk/efo/EFO_0000717,systemic scleroderma
21779381,http://www.ebi.ac.uk/efo/EFO_0000319,cardiovascular disease
21782286,http://purl.obolibrary.org/obo/GO_0007568,aging
21782286,http://www.ebi.ac.uk/efo/EFO_0004300,longevity
21784300,http://www.ebi.ac.uk/efo/EFO_0003888,attention deficit hyperactivity disorder
21785125,http://www.ebi.ac.uk/efo/EFO_0004504,serum hepcidin measurement
21787189,http://www.ebi.ac.uk/efo/EFO_0004244,interstitial lung disease
21795503,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
21799462,http://www.ebi.ac.uk/efo/EFO_0004233,leukopenia
21799836,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
21801394,http://www.ebi.ac.uk/efo/EFO_0004276,stevens-johnson syndrome
21801394,http://www.ebi.ac.uk/efo/EFO_0004775,toxic epidermal necrolysis
21804547,http://www.orpha.net/ORDO/Orphanet_2495,meningioma
21804548,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
21804549,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
21810271,http://www.ebi.ac.uk/efo/EFO_0004634,coagulation factor measurement
21810643,http://www.ebi.ac.uk/efo/EFO_0004840,cortical thickness
21810746,http://purl.obolibrary.org/obo/GO_0061479,response to reverse transcriptase inhibitor
21811574,http://www.ebi.ac.uk/efo/EFO_0000180,HIV-1 infection
21812969,http://www.ebi.ac.uk/efo/EFO_0002508,parkinson's disease
21814517,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
21824976,http://www.ebi.ac.uk/efo/EFO_0000292,bladder carcinoma
21826061,http://www.ebi.ac.uk/efo/EFO_0004337,intelligence
21826085,http://www.ebi.ac.uk/efo/EFO_0004280,movement disorder
21826682,http://purl.obolibrary.org/obo/GO_0036273,response to statin
21827660,http://www.ebi.ac.uk/efo/EFO_0000326,central nervous system cancer
21829377,http://www.ebi.ac.uk/efo/EFO_0004639,phospholipid measurement
21829389,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
21829393,http://www.ebi.ac.uk/efo/EFO_0001359,type i diabetes mellitus
21829393,http://www.ebi.ac.uk/efo/EFO_0004866,autoantibody measurement
21833088,http://www.ebi.ac.uk/efo/EFO_0003885,multiple sclerosis
21835309,http://www.ebi.ac.uk/efo/EFO_0004731,eye measurement
21836138,http://www.orpha.net/ORDO/Orphanet_70589,bronchopulmonary dysplasia
21841780,http://www.ebi.ac.uk/efo/EFO_0004237,Graves disease
21844665,http://www.ebi.ac.uk/efo/EFO_0000685,rheumatoid arthritis
21844884,http://purl.obolibrary.org/obo/GO_0072718,response to cisplatin
21844884,http://purl.obolibrary.org/obo/GO_0097328,response to carboplatin
21845381,http://purl.obolibrary.org/obo/GO_1901558,response to metformin
21846871,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
21862451,http://www.ebi.ac.uk/efo/EFO_0004571,butyrylcholinesterase measurement
21866343,http://www.ebi.ac.uk/efo/EFO_0003060,non-small cell lung carcinoma
21871595,http://www.ebi.ac.uk/efo/EFO_0002506,osteoarthritis
21873549,http://www.ebi.ac.uk/efo/EFO_0004467,insulin measurement
21874001,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
21876473,http://www.ebi.ac.uk/efo/EFO_0003829,alcohol dependence
21876539,http://www.ebi.ac.uk/efo/EFO_0004330,coffee consumption
21876681,http://www.ebi.ac.uk/efo/EFO_0002508,parkinson's disease
21876681,http://www.ebi.ac.uk/efo/EFO_0004330,coffee consumption
21878436,http://www.ebi.ac.uk/efo/EFO_0004224,coronary restenosis
21878437,http://www.ebi.ac.uk/efo/EFO_0004857,vitamin A measurement
21886157,http://www.ebi.ac.uk/efo/EFO_0004725,metabolite measurement
21886828,http://www.ebi.ac.uk/efo/EFO_0004761,uric acid measurement
21896673,http://www.ebi.ac.uk/efo/EFO_0004510,hpv seropositivity
21897333,http://www.ebi.ac.uk/efo/EFO_0000180,HIV-1 infection
21897333,http://www.ebi.ac.uk/efo/EFO_0004341,body fat distribution
21900290,http://www.ebi.ac.uk/efo/EFO_0004614,apolipoprotein a 1 measurement
21900944,http://www.ebi.ac.uk/efo/EFO_0004736,aspartate aminotransferase measurement
21900946,http://www.ebi.ac.uk/efo/EFO_0004237,Graves disease
21901158,http://www.ebi.ac.uk/efo/EFO_0002614,insulin resistance
21907864,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
21908515,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
21909106,http://www.ebi.ac.uk/efo/EFO_0001365,age-related macular degeneration
21909107,http://www.ebi.ac.uk/efo/EFO_0004282,thoracic aortic aneurysm
21909108,http://www.ebi.ac.uk/efo/EFO_0003914,atherosclerosis
21909109,http://www.ebi.ac.uk/efo/EFO_0004465,fasting blood glucose measurement
21909109,http://www.ebi.ac.uk/efo/EFO_0004530,triglyceride measurement
21909109,http://www.ebi.ac.uk/efo/EFO_0004532,serum gamma-glutamyl transferase measurement
21909109,http://www.ebi.ac.uk/efo/EFO_0004535,serum albumin measurement
21909109,http://www.ebi.ac.uk/efo/EFO_0004611,low density lipoprotein cholesterol measurement
21909109,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
21909109,http://www.ebi.ac.uk/efo/EFO_0004725,metabolite measurement
21909109,http://www.ebi.ac.uk/efo/EFO_0004735,serum alanine aminotransferase measurement
21909109,http://www.ebi.ac.uk/efo/EFO_0004761,uric acid measurement
21909110,http://www.ebi.ac.uk/efo/EFO_0004325,blood pressure
21909115,http://www.ebi.ac.uk/efo/EFO_0000537,hypertension
21909115,http://www.ebi.ac.uk/efo/EFO_0006335,systolic blood pressure
21909115,http://www.ebi.ac.uk/efo/EFO_0006336,diastolic blood pressure
21912186,http://www.ebi.ac.uk/efo/EFO_0004540,chronic fatigue syndrome
21912425,http://www.ebi.ac.uk/efo/EFO_0004276,stevens-johnson syndrome
21912425,http://www.ebi.ac.uk/efo/EFO_0004775,toxic epidermal necrolysis
21926416,http://www.ebi.ac.uk/efo/EFO_0000756,melanoma
21926972,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
21926974,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
21931564,http://www.ebi.ac.uk/efo/EFO_0004725,metabolite measurement
21931568,http://purl.obolibrary.org/obo/GO_0044691,tooth eruption
21935397,http://www.ebi.ac.uk/efo/EFO_0001073,obesity
21940522,http://www.ebi.ac.uk/efo/EFO_0003819,dental caries
21940970,http://www.ebi.ac.uk/efo/EFO_0000712,stroke
21943158,http://www.ebi.ac.uk/efo/EFO_0004458,c-reactive protein measurement
21943158,http://www.ebi.ac.uk/efo/EFO_0004459,ferritin measurement
21943158,http://www.ebi.ac.uk/efo/EFO_0004530,triglyceride measurement
21943158,http://www.ebi.ac.uk/efo/EFO_0004532,serum gamma-glutamyl transferase measurement
21943158,http://www.ebi.ac.uk/efo/EFO_0004571,butyrylcholinesterase measurement
21943158,http://www.ebi.ac.uk/efo/EFO_0004611,low density lipoprotein cholesterol measurement
21943158,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
21943158,http://www.ebi.ac.uk/efo/EFO_0004736,aspartate aminotransferase measurement
21943158,http://www.ebi.ac.uk/efo/EFO_0004761,uric acid measurement
21946350,http://www.ebi.ac.uk/efo/EFO_0003892,pulmonary function measurement
21946351,http://www.ebi.ac.uk/efo/EFO_0004193,basal cell carcinoma
21947420,http://www.ebi.ac.uk/efo/EFO_0004508,spine bone size
21956439,http://www.ebi.ac.uk/efo/EFO_0003829,alcohol dependence
21957438,http://www.ebi.ac.uk/efo/EFO_0000712,stroke
21961650,http://purl.obolibrary.org/obo/GO_0010226,response to lithium ion
21964575,http://www.ebi.ac.uk/efo/EFO_0001075,ovarian carcinoma
21971053,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
21977987,http://www.ebi.ac.uk/efo/EFO_0004611,low density lipoprotein cholesterol measurement
21979947,http://www.orpha.net/ORDO/Orphanet_156071,keratoconus
21980299,http://www.ebi.ac.uk/efo/EFO_0001359,type i diabetes mellitus
21980348,http://www.ebi.ac.uk/efo/EFO_0004889,postoperative ventricular dysfunction
21980494,http://www.ebi.ac.uk/efo/EFO_0004286,venous thromboembolism
21981779,http://www.ebi.ac.uk/efo/EFO_0004705,hypothyroidism
21983785,http://www.ebi.ac.uk/efo/EFO_0000756,melanoma
21983786,http://www.ebi.ac.uk/efo/EFO_0004274,gout
21983786,http://www.ebi.ac.uk/efo/EFO_0004761,uric acid measurement
21983787,http://www.ebi.ac.uk/efo/EFO_0000756,melanoma
21989058,http://www.ebi.ac.uk/efo/EFO_0004266,primary ovarian insufficiency
21990027,http://purl.obolibrary.org/obo/GO_0097332,response to antipsychotic drug
21991891,http://purl.obolibrary.org/obo/GO_0051384,response to glucocorticoid
21993531,http://purl.obolibrary.org/obo/GO_0009615,response to virus
21996601,http://www.ebi.ac.uk/efo/EFO_0004325,blood pressure
21998595,http://www.ebi.ac.uk/efo/EFO_0004339,body height
21998597,http://www.ebi.ac.uk/efo/EFO_0004730,hormone measurement
22001756,http://www.ebi.ac.uk/efo/EFO_0004227,dengue hemorrhagic fever
22001757,http://www.ebi.ac.uk/efo/EFO_0004532,serum gamma-glutamyl transferase measurement
22001757,http://www.ebi.ac.uk/efo/EFO_0004533,alkaline phosphatase measurement
22001757,http://www.ebi.ac.uk/efo/EFO_0004735,serum alanine aminotransferase measurement
22003120,http://www.orpha.net/ORDO/Orphanet_156071,keratoconus
22003152,http://www.ebi.ac.uk/efo/EFO_0004746,lipoprotein-associated phospholipase a(2) measurement
22004137,http://www.ebi.ac.uk/efo/EFO_0004197,hepatitis B infection
22004471,http://www.ebi.ac.uk/efo/EFO_0003829,alcohol dependence
22004975,http://www.ebi.ac.uk/efo/EFO_0002690,systemic lupus erythematosus
22005930,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
22005930,http://www.ebi.ac.uk/efo/EFO_0005940,psychotic symptoms
22005931,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
22005931,http://www.ebi.ac.uk/efo/EFO_0004847,age at onset
22006218,http://www.ebi.ac.uk/efo/EFO_0004318,smoking behavior
22010048,http://www.ebi.ac.uk/efo/EFO_0000681,renal cell carcinoma
22010049,http://www.ebi.ac.uk/efo/EFO_0004532,serum gamma-glutamyl transferase measurement
22012869,http://www.ebi.ac.uk/efo/EFO_0003888,attention deficit hyperactivity disorder
22013104,http://www.ebi.ac.uk/efo/EFO_0001073,obesity
22013104,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
22013104,http://www.ebi.ac.uk/efo/EFO_0005409,fat body mass
22019778,http://www.ebi.ac.uk/efo/EFO_0001054,leprosy
22019779,http://www.ebi.ac.uk/efo/EFO_0004273,scoliosis
22020760,http://www.ebi.ac.uk/efo/EFO_0004647,response to platinum based chemotherapy
22021425,http://www.ebi.ac.uk/efo/EFO_0004339,body height
22027810,http://www.ebi.ac.uk/efo/EFO_0004192,alopecia areata
22028671,http://www.ebi.ac.uk/efo/EFO_0004574,total cholesterol measurement
22029572,http://www.ebi.ac.uk/efo/EFO_0004298,cardiovascular measurement
22030708,http://www.ebi.ac.uk/efo/EFO_0004913,lentiform nucleus measurement
22032556,http://www.ebi.ac.uk/efo/EFO_0004191,androgenetic alopecia
22036096,http://www.ebi.ac.uk/efo/EFO_0003956,seasonal allergic rhinitis
22037551,http://www.ebi.ac.uk/efo/EFO_0000178,gastric carcinoma
22037552,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
22037553,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
22037555,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
22037903,http://www.ebi.ac.uk/efo/EFO_0004308,leukocyte count
22041458,http://purl.obolibrary.org/obo/GO_0036276,response to antidepressant
22044751,http://www.ebi.ac.uk/efo/EFO_0004864,renal sinus adipose tissue measurement
22051697,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
22054870,http://www.ebi.ac.uk/efo/EFO_0004362,psychomotor performance
22055160,http://www.ebi.ac.uk/efo/EFO_0004214,abdominal aortic aneurysm
22064162,http://www.ebi.ac.uk/efo/EFO_0003829,alcohol dependence
22065538,http://www.ebi.ac.uk/efo/EFO_0004502,adiponectin measurement
22068335,http://www.ebi.ac.uk/efo/EFO_0004724,carotid-femoral pulse wave velocity
22072270,http://www.ebi.ac.uk/efo/EFO_0004777,alcohol withdrawal
22075249,http://www.ebi.ac.uk/efo/EFO_0005139,serum ceruloplasmin measurement
22075330,http://www.ebi.ac.uk/efo/EFO_0004579,serum IgE measurement
22076464,http://www.ebi.ac.uk/efo/EFO_0000220,acute lymphoblastic leukemia
22080838,http://www.ebi.ac.uk/efo/EFO_0000341,chronic obstructive pulmonary disease
22081228,http://www.ebi.ac.uk/efo/EFO_0004246,mucocutaneous lymph node syndrome
22085899,http://www.ebi.ac.uk/efo/EFO_0004570,bilirubin measurement
22086417,http://www.ebi.ac.uk/efo/EFO_0004708,nodular sclerosis Hodgkin lymphoma
22087292,http://www.ebi.ac.uk/efo/EFO_0004511,femoral neck bone geometry
22095909,http://www.ebi.ac.uk/efo/EFO_0004220,chronic hepatitis C infection
22101970,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
22105264,http://www.ebi.ac.uk/efo/EFO_0004710,pelvic organ prolapse
22105620,http://www.ebi.ac.uk/efo/EFO_0004874,memory performance
